,stop_id,stop_name
2768,527,Jn of Nayandahalli
2769,706,"Neelagiri Thopu,SUNKADA KATTE,OPPOSITE OF S.S.K.CHOULTRY"
2770,1046,Manorayanapalya cross
2771,644,"Akshya Nagara,AKSHAYA NAGARA,IN FRONT OF IDEAL MART SUPER MARKET"
2772,1009,Byramangala Lake
2773,1077,Magadi Road 1st Cross
2774,237,Jn Of Egipura
2775,3147,"Veeranjanapura,VEERANANJIPURA,IN FRONT OF GANGASANDRAMMA TEMPLE"
2776,4551,Chambenahalli
2777,4299,"East Point College,AVALAHALLI,IN FRONT OF EAST POINT COLLEGE"
2778,3703,"Jn of Srirampura Road,NARAYANPURA,IN FRONT OF RAILWAY GATE"
2779,4639,"Chikkanayakana Halli Dinne,HALANAYAKANA HALLI,OPPOSITE OF SRI JADE MUNESHWARA SWAMI TEMPLE"
2780,1111,"JC Nagara,MUNIREDDY PALYA"
2781,3940,"Kacharakanahalli,H.B.R.LAYOUT,OPPOSITE OF HOT CHIPS"
2782,5032,Aduru
2783,3882,"Yelahanka,YELAHANKA,OPPOSITE OF B.D.K.KALYANA MANTAPA"
2784,1714,"Suddugunte Palya,SADGUNTE PALYA,OPPOSITE OF ORACLE COMPANY"
2785,556,"KTPO,WHITEFIELD,OPPOSITE OF GE HEALTH CARE GATE"
2786,4149,"Om Shakthi Temple,VIJAYA LAKSHMI LAYOUT,OPPOSITE OF OM SHAKTHI TEMPLE"
2787,5244,"KMF Kakolu,HESARAGHATTA LAKE,BESIDE K.M.F.SECURITY GATE"
2788,319,"Deepa Complex,PAPAREDDY PALYA,BESIDE DEEPA COMPLEX"
2789,5001,Chinnaiahna Palya
2790,122,HAL Kalyanamantapa
2791,3937,Kogilu Kannuru Road
2792,1345,Girinagara Cross
2793,5076,"Maragondanahalli Cross,MARAGONDANAHALLI,BESIDE ASWATH KATTE"
2794,2786,"Channadasi Palya,CHANNENADASI PALYA,IN FRONT OF MUNESHWARA GENERAL STORE"
2795,5287,Kodihalli Domlur
2796,1670,"Coxtown Circle,COX TOWN,IN FRONT OF BALAJI WINES"
2797,762,"Kohinoor Ground,GAVIPURAM EXTENTION,IN FRONT OF D.NAGANNA PLAY GROUND"
2798,4323,"Kaggadasapura,KAGADASAPURA,IN FRONT OF RAILWAY GATE"
2799,3541,Maranayakanahalli
2800,534,"Kamakya Talkies,BANASHANKARI 3RD STAGE,IN FRONT OF BMTC DEPOT-13"
2801,587,Bangalore Univercity Gate Mysore Road
2802,3162,"Renuka Nagar,NELAMANGALA,IN FRONT OF LAKSHMI VENKATESHWARA BAKERY"
2803,4767,"Bandenallasandra,JIGANI HUBLI,OPPOSITE OF GOVERNMENT JUNIOR PRIMARY SCHOOL"
2804,101,"Devegowda Petrol Bunk,BANASHANKARI 3RD STAGE,BESIDE BESCOM"
2805,4883,"Huskur gate,ELECTRONIC CITY POST,BESIDE PRASHANT CYLINDER PVT.LTD"
2806,409,"Puttenahalli Jp nagar,J.P.NAGARA 7TH PHASE,OPPOSITE OF BIG MARKET"
2807,2219,"Jodi Aladamara,NEAR JODI ALADAMARA"
2808,2287,"Pattanagere,PATTANAGERE,BESIDE IYENGAR BAKERY"
2809,2533,"MPalya,BETHAMGERE,BESIDE RESIDENTIAL AREA"
2810,3657,"Doddaballapura Railway Station,DODDABALLAPURA,BESIDE GOVT.HOSPITAL"
2811,1683,M.G.Road
2812,3877,"Surabhi Layout ,YELAHANKA,OPPOSITE OF GOOD SHEPHERD CHURCH"
2813,4250,"Biscuits Factory,OPPOSITE OF BISCUITS FACTORY"
2814,1604,"Jn Of 1st Main 4th Cross,RAJAJINAGARA INDUSTRIAL TOWN,IN FRONT OF SRI RAMA PROVISION STORE"
2815,768,"Thomas Cafe,FRAZER TOWN,IN FRONT OF VINOD AUTO SERVICE"
2816,2650,"Sub Register Office,LAKKUPPE,IN FRONT OF LAKSHMI VENKATAESHWARA PROVISION STORE"
2817,3929,"Dodda Gubbi,DODDAGUBBI,BESIDE PANCHAYATHI OFFICE"
2818,2592,"Prashanthanagar,PRASHANTHA NAGARA,OPPOSITE OF A.S.C.DEGREE COLLEGE"
2819,1701,"CIL,JC NAGARA, RT NAGARA,IN FRONT OF CONTROLLERATE OF QUALITY ASSURANCE"
2820,3489,"Minakunte Hosuru,DODDA JALA,OPPOSITE OF RAILWAY TRACK"
2821,4608,"Balagere,PANATHURU POST, VARTHURU HOBLI,BESIDE BALAGERE MILK PRODUCT CO-OPERATIVE LIMITED"
2822,4481,"Byadarahalli,BELAHALLI,OPPOSITE OF ANJANEYA TEMPLE"
2823,3920,"Kacharakanahalli,KACHARAKANAHALLI,IN FRONT OF CHENNAKESHAVA TEMPLE"
2824,3025,"Andrahalli,ANDARAHALLI,BESIDE GANESHA TEMPLE"
2825,1964,"Jettipalya,JATTIPALYA,IN FRONT OF DOOR NO-27"
2826,3108,"Adarsha Nagara,ADARSHA NAGARA,BESIDE OPEN AREA"
2827,2958,"Somashettihalli,SOMASHETTIHALLI,BESIDE LIBRARY"
2828,4348,"Bommenahalli,BOMMANAHALLI,IN FRONT OF A.P.S. DEPARTMENTAL STORES"
2829,3093,"RAILWAY GOLLAHALLI ARCH,RAILWAY GOLLAHALLI,IN FRONT OF WATER TANK"
2830,863,Jakkur Layout
2831,496,"BEML Complex,B.E.M.L. LAYOUT 3RD STAGE,OPPOSITE OF RAMANJANEYA TEMPLE &amp; B.E.M.L. COMPLEX"
2832,912,Government School
2833,591,Shirke KHB Quarters
2834,1097,"Hosakerehalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF CHANDAN HARDWERE"
2835,1019,"Kadumane Hotel,KADUMANE,IN FRONT OF SRI RENUKAMBA SCOOTER WORKS"
2836,232,"Post Office,BANASHANKARI, 2ND STAGE,OPPOSITE POST OFFICE, BANASHANKARI, 2ND STAGE"
2837,155,"Indiranagar Double Road,INDIRA NAGARA,BESIDE MANYVARA, 13TH CROSS"
2838,2489,"Kumbalgudu,KUMBALAGUDU,IN FRONT OF YOUTHS SERVICES AND SPORTS TRAINING CENTER"
2839,2508,"Hosapalya,HOSAPALYA,IN FRONT OF SAI RAM ENTERPRISES"
2840,2472,"Veeregowdana Doddi,VEEREGOWDANA DODDI,IN FRONT OF GOVERNMENT SCHOOL"
2841,857,"Nagapura,MAHALAKSHMIPURAM,IN FRONT OF RAGHAVENDRA CLINIC"
2842,3463,"Bella Halli,BELAHALLI,BESIDE PUNCTURE SHOP"
2843,248,Bellanduru Gate Sarjapura Road
2844,3423,"BEL Hospital,JALAHALLI,BESIDE OPPOSITE B.E.L. HOSPITAL"
2845,1580,"Shivanahalli,SHIVANAGARA,IN FRONT OF ARYA CARS"
2846,548,"Petrol Bunk,BELLANDUR,IN FRONT OF INDIAN OIL CORPORATION"
2847,2738,"Eshwara Temple,OPPOSITE OF ESHWARA TEMPLE"
2848,1007,Abbanakuppe
2849,3143,"Machanayakanahalli,MACHONAYAKANAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL"
2850,5294,"Kabhir Ashram,Besides Meenakshi Apartments"
2851,4516,"Ganjoor,GUNJURU,OPPOSITE OF N.R ENTERPRISE"
2852,2959,Ravindra Nagara
2853,3287,"Ananda Rao Circle,NEHARU NAGARA,BESIDE TATA CONSULTENCY SERVICE"
2854,4328,"Mallesh Palya,MALLESHPALYA,IN FRONT OF PRIYA STUDIO"
2855,1648,Mysore Bank
2856,1151,"Bilwarada Halli,BILAVARADAHALLI,IN FRONT OF TAJ HERITAGE"
2857,69,KH Road
2858,4804,"Depot 38,CHIKKA NAGAMANGALA,IN FRONT OF B.M.T.C. DEPOTE-38"
2859,447,"Devaiah Park,NAGAPPA BLOCK,BESIDE CANARA BANK"
2860,208,Hope Farm
2861,2935,"Shetty halli  cross,JALAHALLI,BESIDE STATE BANK ATM"
2862,4909,"Bandapura Village,ANEKAL TALUK,OPPOSITE OF MILK PRODUCT CO-OPERATIVE SOCIETY"
2863,4025,"Yanagunte,YENGUNTE,IN FRONT OF DOOR NO 35"
2864,4637,"Doddakannalli,DODDAKANNALLI,IN FRONT OF HOTEL BLUE STAR OR TEMPLE"
2865,955,"Alada Mara Ramamurthy Nagar,RAMAMURTHI NAGARA,OPPOSITE OF HI-FASHION FAMILY STOP"
2866,3712,Chamundi Nagara
2867,1849,Saala Doddi
2868,1932,"Pinto bore,TAGACHAGUPPE,IN FRONT OF HOTEL AMMA"
2869,574,"Puttenahalli,PUTTENAHALLI,IN FRONT OF NANJUNDESHWARA TEMPLE"
2870,5235,"Golahalli Railway Station,RAILWAY GOLLAHALLI,IN FRONT OF SWAGATH HOTEL"
2871,4259,"Somalapura Cross,MEDAHALLI,OPPOSITE OF ANJANEYA STATUE"
2872,4898,"NERALURU GATE,ATTIBELE-HUBLI,BESIDE CANARA BANK"
2873,3949,"Chowdanahalli,CHOWDANA HALLI,IN FRONT OF METRO CORPORATION"
2874,2855,"Papaiahnapalya,PAPPAJANA PALYA,BESIDE MILK DAIRY"
2875,4735,Kallyanamantappa
2876,5212,"Hebbal,HEBBALA,BESIDE PITTY SHOP"
2877,2983,"Kakolu,KAKOLU,BESIDE ANJANEYA SWAMY TEMPLE"
2878,4904,"Anekal Circle,ANEKAL,IN FRONT OF ASHWATHA KATTE & ANJANEYA TEMPLE"
2879,2994,"Ivara Kondapura,NARKANDA PURA,BESIDE DODDAMMA TEMPLE"
2880,940,"MS Ramaiah Hospital New BEL Road,DEVASANDRA,BESIDE OPEN AREA"
2881,839,"Jai Bharath Nagara,MARUTHI SEVA NAGARA,BESIDE CANARA BANK"
2882,3156,govardana talkies
2883,107,"Uttarahalli KR Hospital,UTHARAHALLI,OPPOSITE OF I.C.I.C.I.BANK"
2884,3073,"MATTHAHALLI,MATTHAHALLI,IN FRONT OF POST OFFICE"
2885,5319,HSR BDA Complex
2886,3834,"Shampura,SHAMPURA,OPPOSITE OF AMBEDKAR COLLEGE"
2887,3674,"Channasandra ,CHANNASANDRA,BESIDE WATER TANK"
2888,611,"CGHS Nagavar Palya,C.V.RAMAN NAGARA,OPPOSITE OF PLAY GROUND"
2889,1597,"Kamalanagar 8th Main,BASAVESHWARANAGARA,IN FRONT OF MALNAD SUGGI HOTEL"
2890,4671,"Mullur,MULLURU,IN FRONT OF WATER TANK"
2891,3983,"Jn of NH-7,DEVANAHALLI,OPPOSITE OF TALUKU OFFICE"
2892,1423,"Madhavan Park,JAYANAGARA 2ND BLOCK,OPPOSITE OF RAMAKRISHNA NURSING HOME"
2893,124,Maratahalli
2894,4199,"Graphite India,WHITEFIELD,BESIDE DOMINOS"
2895,4063,"ITI Circle KRPuram,DOORAVANI NAGARA,IN FRONT OF J.B.DAIRY"
2896,2823,"Malagala,MALAGALA,NEAR SRI KOTI GANGAMMA SANNAIAH CONVENTION HALL"
2897,2772,"Byregowdana Halli Colony,BYRE GOWDANAHALLI COLONY,BESIDE OPEN AREA"
2898,2764,"Gerahalli,GERAHALLI,BESIDE RESIDENTIAL AREA"
2899,1271,"Hosakerahalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF BWSSB"
2900,3339,"RMG,KEREGUDDADA HALLI,BESIDE R.M.G.FACTORY"
2901,4342,"Adur,ADUR,IN FRONT OF GOVERNMENT PRIMARY SCHOOL"
2902,674,"Bashyam Circel,VYALIKAVAL,BESIDE CLUMAX DIAGNOSTICS"
2903,2798,"Shettigowdana Doddi,OPPOSITE OF GANESHA TEMPLE"
2904,4852,"Yarandahalli Circle Cross,BOMMASANDRA END AREA,BESIDE SRUJAN INDUSTRIES"
2905,2522,"Juttana Palya,HEJJALA,BESIDE OPEN AREA"
2906,482,"Vigneshwara Nagara,SUNKADA KATTE,IN FRONT OF SALLAPURADAMMA TEMPLE"
2907,174,Corporation Office
2908,3386,Jalahalli Village
2909,1458,BCC Layout
2910,4514,Thiruranga
2911,3910,"Kada Agrahara Cross,KADA AGRAHARA,BESIDE OPEN AREA"
2912,1955,"Kempaiahanapalya Cross,KEMPAIAHAN PALYA,BESIDE OPEN AREA"
2913,266,Sarjapura Bus Stand
2914,4385,"Chennabyre Gowda Circle,HOSAKOTE,BESIDE AYYAPPA TEMPLE (LEFT SIDE)"
2915,989,Yediyur
2916,2297,Devadiga Soudha
2917,3593,"Mazar Hosahalli Cross,MAJARA HOSAHALLI,OPPOSITE OF ANGANAVADI SCHOOL"
2918,3440,"Geddalahalli,BHOOPASANDRA,BESIDE NANDINI MILK PARLOUR"
2919,4397,"Dasarahalli,LALBAGH DASARAHALLI,IN FRONT OF MILK DAIRY"
2920,3201,"Kannamangala,KANNAMANGALA,OPPOSITE OF ARALIKATTE"
2921,3652,"Navodaya Doddaballapura,IN FRONT OF COLUMBIA CLINIC"
2922,3086,"Kanva Gate,OPPOSITE OF KANVA GARDEN CITY LAYOUT"
2923,1075,Police Housing Corporation
2924,4987,"Gulaka Malai,GULAKAMALE,IN FRONT OF GRAMA PANCHAYAT OFFICE"
2925,1592,Mohan Kumar Nagara
2926,1620,"Bashayam Circle Sadashiva Nagara,SADASHIVA NAGARA,BESIDE SANKEY APARTMENTS"
2927,4610,Chinnappanahalli
2928,2499,"Kenchanapalya,K Gollahalli,Opp Water Tank"
2929,4847,Ramakrishnapura
2930,1506,SSVB Bakery
2931,1925,"Vidhyanikethana School Cross,TALAGUTA PURA,BESIDE OPEN AREA"
2932,4606,"Multiplex Marathahalli,MARATHAHALLI,IN FRONT OF STAPLES"
2933,3700,Jawaharlal Nehru Research Centre
2934,92,Jayanagara 40th Cross
2935,23,"Malleshwaram 8th Cross,MALLESHWARAM,BESIDE FLOWER MARKET"
2936,903,Bellahalli Cross
2937,3139,"Central,NEHARU NAGARA,BESIDE POLICE STATION"
2938,5280,"SAP ITPL,WHITEFIELD,IN FRONT OF FORTUNE HOTEL"
2939,2160,"New Bhyrahalli cross,BEEDI COLONY,TAVAREKERE,Magadi Road"
2940,4848,"KEB,CHANDAPURA,OPPOSITE OF L.D.B.FUTURE SOLUTION PRIVATE LIMITED"
2941,2358,"Ittamadu,ITTAMADU,OPPOSITE OF MILK DAIRY"
2942,4028,"Darmapura,DHARMAPURA,BESIDE V.C.B. BRICKS WORKS"
2943,907,"Sathanur Colony,SATHANURU,BESIDE TEMPLE"
2944,3059,Agrahara Gate
2945,3962,"Kempathimmanahalli,OPPOSITE OF MUTARAYA SWAMI TEMPLE"
2946,4213,"Ganagaluru,HOSAKOTE TALUK,IN FRONT OF NAVAGRAHA TEMPLES, NANJUNDESHWARA TEMPLE"
2947,4897,"Thirumagondanahalli Cross,ATTIBELE HOBLI,ANEKAL TALUKU,OPPOSITE OF BAGAWAN SRI RAMANAMAHARISHI ASHRAM"
2948,642,"Anandapura,ANANDAPURA,IN FRONT OF NATIONAL BAKERY & SWEETS"
2949,2747,"Kurubarapalya Cross,CHANDRAPPA CIRCLE,OPPOSITE OF WATER TANK"
2950,3024,"Shankar Nagara,SHANKARA NAGARA,IN FRONT OF LAKSHMI JANARDHANA IYENGAR BEKARY"
2951,4287,Hosmat Hospital
2952,2414,"Basammanahalli,BASAMMANAHALLI,IN FRONT OF GOVERNMENT SCHOOL"
2953,3539,"Huttanahalli Cross,UTTANAHALLI,OPPOSITE OF GOVERNMENT SCHOOL"
2954,106,"Chikkalsandra Canara Bank Colony,CHIKKALASANDRA,OPPOSITE OF STATE BANK OF MYSORE"
2955,621,"Chinmaya Mission Hospital,INDIRANAGARA,BESIDE CHINMAYA HOSPITAL"
2956,730,"Uttarahalli,UTHARAHALLI,IN FRONT OF MARAMMADEVI TEMPLE"
2957,2310,"Pepsi Gate,KUMBALAGUDU INDUSTRIAL AREA,NEAR PEPSI SOFT DRINKS FACTORY"
2958,3046,"Railway Gollahalli,GOLLAHALLI,BESIDE SRI VEERABHADRASWAMY PROVISION STORE"
2959,5276,"Krupanidhi College,CHIKKABELLANDURU VILLAGE, CARMELARAM POST,OPPOSITE OF KRUPANIDHI COLLEGE"
2960,3555,Kuduregere
2961,4719,Virata Nagara Cross
2962,3194,"Byrashettyhalli,BYRASHETTIHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL"
2963,2290,"Bangarappa Nagara,BANGARAPPA NAGARA,IN FRONT OF GLOBAL ACADEMY TECHNOLOGY"
2964,1630,"Dattatreya Temple,MALLESHWARAM,BESIDE ATRIA VILLA APARTMENTS"
2965,3919,"Lingarajapuram,KARIYANA PALYA,IN FRONT OF MURUGAN PHOTO FRAMING"
2966,4942,"Kyalasanahalli,HULIMANGALA POST & JIGANI HUBLI,OPPOSITE OF VEENA PROVISION STORE"
2967,173,Kempegowda Bus Station
2968,5093,"Shanimahathma Devasthana,Adjacent to Temple"
2969,1940,"Ravugodlu Cross,RAVGODLU,BESIDE OPEN AREA"
2970,1023,Bairavana doddy
2971,1489,"Canara Bank Rajaji Nagara,RAJAJINAGARA,BESIDE KULAKARNI CLINIC"
2972,3770,"Chokkanahalli,CHOKKANAHALLI,IN FRONT OF TEMPLE"
2973,4736,St.Mary’s school
2974,1095,"Padmanabha Nagara Rock,PADMANABHA NAGARA,IN FRONT OF B.B.M.P.WARD OFFICE, PADMANABHA NAGARA"
2975,4750,SIMENSE
2976,2042,"Eshwara Layout,ESHWARA LAYOUT,IN FRONT OF OVER HEAD TANK"
2977,4965,Otis Circle
2978,3103,"Adarsha Nagara,ADARSHA NAGARA,IN FRONT OF RESIDENTIAL AREA"
2979,3894,Kacharakana Halli 
2980,1388,"Gandhi school,SRIRAMPURA,IN FRONT OF PARK"
2981,958,"ITI Gate,DOORAVANI NAGARA,BESIDE ITI QUARTERS"
2982,4763,Konappana Agrahara
2983,3329,"BEL Market,JALAHALLI,BESIDE OPEN AREA"
2984,5023,Koratageredoddi Bannerghatta
2985,5075,"BYROHALLI CROSS,SULIKERE,BESIDE OPEN AREA"
2986,5156,"Bannerughatta,BANNERGHATTA,IN FRONT OF MAHADESHWARA BAKERY"
2987,3945,"Nagamangala,NAGAMANGALA,BESIDE RESIDENTIAL AREA NAGAMANGALA"
2988,1788,Mahila samaja
2989,2610,"Muddaiahnapalya,Mallathhalli,Aralimara"
2990,1553,"Swastik,SHESHADRI PURAM,IN FRONT OF PRASANNA ANJANEYA TEMPLE"
2991,274,Bilekalli
2992,2062,"Kenchanayakanadoddi,KANCHAGAYANADODDI,OPPOSITE OF MAHADESHWARA TEMPLE"
2993,647,"B Channasandra Bridge,RAMAMURTHI NAGARA,BESIDE RAILWAY BRIDGE"
2994,1680,"Nanjappa Circle,SHANTHI NAGARA,OPPOSTIE OF KARNATAKA HOUSING ASSOCIATION"
2995,2573,Government Sub-Urban Press
2996,4776,"Gollahalli,ELECTRONIC CITY,OPPOSITE OF CHANNAREDDY BUILDING"
2997,842,"Jeevanahalli Railway Gate,JEEVANAHALLI,OPPOSITE OF JEEVANAHALLI RAILWAY BRIDGE"
2998,3913,"Marenahalli Bande,MARENAHALLI,IN FRONT OF MILK DAIRY"
2999,431,Jn of 80 and 100 Feet Road
3000,2793,"Ankana Halli,IN FRONT OF KIRAN PROVISION STORE"
3001,4193,"Obalapura,IN FRONT OF ALADA MARA"
3002,2717,Chaya Nursing Home
3003,4142,Lingarajapuram KHB Colony
3004,2370,"Heggada gere,HEGGADAGERE,IN FRONT OF HOTEL"
3005,4261,"Jn of Marasandra,IN FRONT OF GOVT. SCHOOL"
3006,4840,"Hennagara Gate,BOMMASANDRA,OPPOSITE OF S.N.DURAI AUTO GARAGE"
3007,1016,"Bidadi,BIDADI,IN FRONT OF GOVERNMENT HOSPITAL"
3008,4223,"Mallasandra,IN FRONT OF GOVERNEMENT MILK DAIRY"
3009,1252,"Avadadenahalli,Avadadenahalli,Tree"
3010,2021,"Avalahalli,J.P.NAGARA 9TH PHASE, AVALAHALLI,IN FRONT OF H.T.M.ENTERPRISES"
3011,3693,"Dibburu,DIBBUR,BESIDE GOVT. PRIMARY SCHOOL"
3012,2930,"SAPTHAGIRI COLLEGE,KIRLOSKAR LAYOUT,BESIDE SAPTHGIRI GENERAL STORE"
3013,3247,"KALLI PALYA,KALLI PALYA,IN FRONT OF WATER TANK"
3014,4339,Krishnaiahnapalya/S.Nagara
3015,3257,"Muthyalaya Nagar Cross,MATHIKERE, CHOUDESHWARI BUS STOP,IN FRONT OF FRIENDS DRIVING SCHOOL"
3016,5210,"MCTC Bus Stand,TIMBER YARD LAYOUT,IN FRONT OF GANESH BAKERY"
3017,4530,"Kajisonnenahalli gate,KAJI SONNENAHALLI,IN FRONT OF ANJANEYA TEMPLE"
3018,4030,"I Basapura,IBASAPURA"
3019,1222,"Bellandur gate,BELLANDUR,OPPOSITE OF ANGAN RESTUARANT"
3020,2193,"Ittige Factory,BESIDE BRICK FACTORY"
3021,327,"Chandra Layout Ganesh temple,CHANDRA LAYOUT,BESIDE POST OFFICE"
3022,4161,"Hope Form,WHITEFIELD,BESIDE CORPORATION BANK ATM"
3023,3837,KNS College
3024,1081,"Sunkadakatte,SUNKADA KATTE,IN FRONT OF ASHWATHA KATTE"
3025,1634,"Vasanthappa Block,GANGANAGARA,IN FRONT OF RADHAKRISHNA ENGLISH SCHOOL"
3026,3875,"Dasarahalli,DASARAHALLI,BEIDE ASHWATHA KATTE"
3027,4108,"Pooja Garden,VAISHNAVI LAYOUT,OPPOSITE OF BAKTHA AJANEYA TEMPLE"
3028,3150,"KBD Factory,IN FRONT OF K.B.D. FACTORY"
3029,2604,"Royan Circle,SIRSI CIRCLE"
3030,3721,"Maruthi Nagara Kodigehalli,MARUTHI NAGARA,BESDIE ANJANEYA TEMPLE"
3031,1800,"Chunchaghatta,CHUNCHAGHATTA,IN FRONT OF YELLAMA TEMPLE"
3032,2896,Ashrama Binnamangala
3033,4981,Muthurayaswamy Doddi Cross
3034,841,"Coxtown Circle,COX TOWN,IN FRONT OF KRISTAL BANKERS"
3035,501,"PETROL BUNK,RAJA RAJESHWARI NAGARA,OPPOSITE OF INDIAN OIL PETROL BUNK"
3036,3795,"Marasandra Circle,MARASANDRA,IN FRONT OF ANJANEYA TEMPLE"
3037,3976,"Palya Gate Devanahalli,OPEN AREA"
3038,4355,"Kattugollahalli,KATTUGOLLAHALLI,BESIDE GOVT. SCHOOL"
3039,1255,"Kavala Hosahalli,Anekal,Temple"
3040,5290,"Kalyana Nagara,KALYANA NAGARA ROAD,BESIDE TANISHQ JEWELS"
3041,1349,"Kamblipura,ANEKAL TALUK,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL"
3042,1134,"Railway Gate Kodugonahalli ,K.G.HALLI,IN FRONT OF TAJ STEEL COMPANY"
3043,1221,"BTM water Tank,BTM LAYOUT,IN FRONT OF CORPORATION BANK"
3044,134,Old Sai Baba Hospitals
3045,1110,Vasantha Nagara Ambedkar Bhavan
3046,818,Deepak
3047,2696,"Dombarahatti Dongadipura Cross,GONGADIPURA,IN FRONT OF OPEN AREA"
3048,2707,"Kenchanapura,KENCHANAPURA,IN FRONT OF LAKSHMI PROVISION STORE"
3049,2144,"New Bhyrahalli cross,BEEDI COLONY,IN FRONT OF ALADAMARA"
3050,1624,Audugodi Police Station
3051,4754,SIEMENS
3052,3027,"Thigalara Palya,THIGALARAPALYA,BESIDE GANESHA TEMPLE"
3053,2495,"Thittahalli,THITAHALLI,OPPOSITE OF OVER HEAD TANK"
3054,3089,"Pillahalli,PILLAHALLI,IN FRONT OF ANJANEYA TEMPLE"
3055,181,"Rajagopalanagar Rajni Farms,PEENYA INDUSTRIAL AREA 2ND STAGE,IN FRONT OF MANJUNATHA REFRESHMENT"
3056,3358,"Chikka Byalakere,CHIKKA BYLAKERE,BESIDE ARALI KATTE"
3057,976,"Chamarajapete,CHAMARAJA PETE,IN FRONT OF MANAPURAM GOLD"
3058,2853,"Karekal Palya Cross,KAREKAL HALLI,IN FRONT OF RESIDENTIAL AREA"
3059,3915,Masidhi Cross
3060,361,"Sindhi Colony,FRAZER TOWN,IN FRONT OF BBMP CHOULTRY"
3061,1258,"Anekal ,ANEKAL,BUS STAND"
3062,354,Hennur Cross
3063,1608,Subbaiah Circle
3064,1217,Monotype Corporation
3065,1015,"Railway Station Bidadi,BIDADI,OPPOSITE OF RAILWAY STATION"
3066,4686,Dodda Thimmasandra
3067,5166,Mugaluru
3068,1485,"Mahalakshmi Layout,MAHALAKSHMI LAYOUT,BESIDE BMTC MAIN BUS STAND"
3069,1109,"Minaz Nagara,MINAZ NAGARA,BESIDE MANJUNATHA BAKERY & MINHAJ MEDICALS"
3070,3698,"MARAGONDANAHALLI CROSS,BESIDE OPEN AREA"
3071,4795,"Mangammana Palya,MANGAMMANA PALYA,OPPOSITE OF MUNIYAPPA COMPLEX"
3072,887,Rampura Cross
3073,2257,"Nagarabhavi Village,NAGARABHAVI,BESIDE DENTAL MEDICAL CARE"
3074,4805,"Huskur,SARJAPURA,OPPOSITE OF SRI MADDORAMMA DEVI TEMPLE"
3075,1074,Hosakote Bus Stand
3076,2281,"BEML Complex,B.E.M.L. LAYOUT,IN FRONT OF B.E.M.L. COMPLEX PARK"
3077,1949,"Thokathimmanadoddi Cross,TOKATHIMANA DODDI,OPPOSITE OF NARAYANA ESTATE"
3078,2236,"University Quarters,JNANABHARATHI,BESIDE UNIVERSITY QUARTERS"
3079,2103,Raghuvanahalli Cross
3080,4393,Hotel Hemarold
3081,3804,"Beguru,BEGURU,BESIDE POULTRY FARM"
3082,1004,BAIRAVANA DODDY
3083,3921,"Bileshivale,BILESHIVALE,BESIDE DEPARTMENT STORES"
3084,3164,"Guruvanahalli,GURUVANAHALLI,IN FRONT OF ANJANEYA TEMPLE"
3085,966,Railway Gate Kodugonahalli Police Station
3086,1175,"Mahadevapura Cross,MAHADEVAPURA,IN FRONT OF MTB MANGALAMERU KALAYANA MANTAPA"
3087,2605,"Ambedkar College,KENGUNTE, MALLATHAHALLI,OPPOSITE OF AMBEDKAR COLLEGE"
3088,5055,Thurahalli Main Road
3089,4408,"Govindapura Cross,GOVINDAPURA"
3090,402,"Mahesh Medicals,CHIKKALASANDRA,IN FRONT OF VINAYAKA PHOTO STUDIO"
3091,2558,Manganahalli
3092,1504,"Krishnananda Nagara ,KRISHNANANDA NAGARA,IN FRONT OF POLICE QUARTERS"
3093,2834,"Byandana Halli Colony,BYANDHALLI COLONY,BESIDE RESIDENTIAL AREA"
3094,845,"Hero Honda,DOMLURU,BESIDE HEROHONDA SHOW ROOM"
3095,2108,Gattigere Palya
3096,739,"Jn of Gollahalli Road,KODIPALYA,BESIDE OPEN AREA"
3097,468,"Nagendra Block,BANASHANKARI 3RD STAGE NAGENDRA BLOCK,BESIDE SWASTIK HARD WARE"
3098,4790,Garebhavi Palya
3099,1794,Metro konanakunte
3100,1274,"Sammenahalli,SARJAPURA, HOBLI,IN FRONT OF MILK PRODUCT CO.OPERATIVE SOCIETY"
3101,2037,"Jambusavari dinne,J.P.NAGARA 8TH PHASE,IN FRONT OF ADITHYA PROPERTIES PLANETS"
3102,3533,"Huttanahalli,UTTANAHALLI,IN FRONT OF DHANALAKSHMI TEMPLE"
3103,3197,"Chikkanahalli,CHIKKANAHALLI,IN FRONT OF ANGANAWADI KENDRA"
3104,2019,SONARA DODDI
3105,3165,"Karekallu Cross,OPPOSITE OF RIMA TRASNFORMER FACTORY"
3106,4930,"Doddahagade,ANEKAL TALUK,OPPOSITE OF AGRICULTURE SERVICE CO-OPERATIVE SOCIETY"
3107,1270,"Nanjundeswara traders,BANASHANKARI 3RD STAGE,BESIDE COFFEE DAY"
3108,4331,Basavanagara Bus Stand
3109,1454,"Vijayanagara,VIJAYANAGARA,OPPOSITE OF WATER TANK, VIJAYANAGARA BUS STOP"
3110,151,"New Horizon School,HAL 2ND STAGE,BESIDE NAC HOME"
3111,397,Doddi
3112,1476,"Unani Hospital,BASAVESHWARANAGARA,IN FRONT OF UNION BANK"
