,stop_id,stop_name
1158,1560,"Bashayam Nagara Srirampura,SRIRAMPURA,IN FRONT OF LAKSHMI MEDICAL STORES"
1159,2552,Kariyappana Palya
1160,217,Banashankari Bus Station
1161,2365,"Kolliganahalli,KOLIGANAHALLI,IN FRONT OF ANJANEYA SWAMY TEMPLE"
1162,4429,Devanagundi Cross
1163,3399,"Abbigere Dinne,ABBIGERE,BESIDE SRI MANJUNATHA MEDICALS"
1164,3887,"Jn of Srirampura Road,NARAYANPURA,IN FRONT OF LUXURY APARTMENTS"
1165,2912,"Vidyaranyapura,VIDYARANYAPURA,BESIDE AYYAPPA BAKERY"
1166,1694,NGV Gate
1167,5214,"Kuvempu Circle,JALAHALLI,BESIDE A.G.N.ELECTRICALS"
1168,3297,"Gokula,MATHIKERE,IN FRONT OF VENKATESHWARA SWAMY TEMPLE"
1169,481,"Aralimara Sunkadakatte,SUNKADA KATTE,OPPOSITE OF STATE BANK OF MYSORE"
1170,629,"Vasanthappa Block,GANGANAGARA,OPPOSITE OF RADHAKRISHNA ENGLISH SCHOOL"
1171,1138,"Ramakrishna Hegde Nagara,R.M.H.NAGARA,IN FRONT OF MUTHOOT FINACE"
1172,81,"Subramanyapura Police station,SUBRAMANYA PURA,IN FRONT OF YADALAM ADI LAKSHMAMMA SUBBAIAH SHETTY MIDDLE SCHOOL"
1173,4791,Koodlu Gate
1174,1606,"HAVANURU CIRCLE,BASAVESHWARANAGARA,IN FRONT OF SHOPPERS CITY SHOP, OPPOSITE OF SHANTHI SAGARA PARTY HALL"
1175,2520,"Kurubara Karenahalli,BANNIKUPPE,IN FRONT OF HANUMANTHARAYA TEMPLE"
1176,610,"Jalavayu Vihara,KALYANA NAGARA,IN FRONT OF JAL VAYU VIHAR"
1177,5164,"Doddammana Devasthana,CHIKKA NAGAMANGALA,OPPOSITE OF DODDAMMA DEVI TEMPLE"
1178,5208,"RMV 2nd Stage,NAGASHETTYHALLI,BESIDE NAGASHREE VEG"
1179,2565,"Priyadarshini Layout Mudlapalya,PRIYADARSHINI LAYOUT,IN FRONT OF AUJAN GLASS & PLYWOODS"
1180,995,"Shankar Mutt,BASAVESHWARANAGARA,BESIDE HONEY-B BAKERY, INDIAN HEALTH CENTER"
1181,4699,"Thindlu,SARJAPURA HOBLI,IN FRONT OF RATION STORE & MILK PRODUCT CO-OPERATIVE SOCIETY"
1182,4392,"Junction Of Malur Road,HOSAKOTE,IN FRONT OF AUTO ELECTRICAL WORKS"
1183,4785,"Central Jail,PARAPPANA AGRAHARA,IN FRONT OF CENTRAL JAIL"
1184,5061,"PES College,BANASHANKARI 3RD STAGE,BESIDE OM SAI RAM TRADERS"
1185,1412,"Gangondahalli Mazeed,GANGADHARA HALLI, AHMED NAGARA,IN FRONT OF S.H.TAILORS"
1186,1590,"RM Guttahalli,PALACE GUTTAHALLI,BESIDE JATKA STAND"
1187,4830,"Muthanallur,ANEKAL TALUK,OPPOSITE OF VETERINARY HOSPITAL"
1188,4992,Yellammanadoddi
1189,3982,"Devanahalli,DEVANAHALLI,IN FRONT OF VIJAYASHREE HOTEL"
1190,4070,"Baldwin School,DODDA BANASAWADI,IN FRONT OF VEENEERS LAMINATES BUILDING"
1191,853,"Rajaji Nagar Old Police station,RAJAJINAGARA,BESIDE SAHITYA LOKA BOOK HOUSE"
1192,5024,"Gobbaradha Factory,BANNERGHATTA,OPPOSITE OF BALAJI KALYANA MANTAP"
1193,229,"Devegowda Petrol Bunk,BANASHANKARI 3RD STAGE,BESIDE BIG MEGA MART"
1194,5206,"Foreman Training Insititue,INDUSTRIAL SUB-URBAN YESHAWANTHA PARK - 3RD STAGE,IN FRONT OF MODERN BREAD FACTORY"
1195,1672,"Vidhana Soudha,BESIDE HIGH COURT"
1196,3682,"Vishwanathapura Byrapura,ADDE VISHWANATHAPURA,BESIDE MILK DAIRY"
1197,2874,"Kadirenahalli Village,KADIRENAHALLI,BESIDE RESIDENTIAL AREA"
1198,2815,"Herohalli,HEROHALLI,BESIDE SRI MUTTAPPAN BAKERY"
1199,4794,HSR 7th Sector
1200,1867,Nallakkanadoddi
1201,1643,"Pushpanjali Talkies,RT NAGARA,IN FRONT OF LAL BAHADUR SHASTRI GOVT FIRST GRADE COLLEGE"
1202,90,BANASHANKARI TTMC
1203,1968,"Kodi palya cross Gollahalli,KODIDODDI PALYA,IN FRONT OF JNANA SAGAR PRIMARY SCHOOL"
1204,125,Maratahalli Bridge
1205,1391,"Malleshwaram Railway Station,SUBRAMANYA NAGARA,IN FRONT OF MALLESHWARAM, RAILWAY STATION"
1206,329,"Income Tax Layout,VIJAYANAGARA,BESIDE A.M.HOSPITAL"
1207,3330,"Mylappanahalli,MADAPPANAHALLI,BESIDE OPEN AREA"
1208,4577,"Soraunase cross,VARTHURU,OPPOSITE OF GOVERNMENT VETERINARY HOSPITAL"
1209,4518,Ramanayakanahalli
1210,4010,Chapparakallu
1211,5086,"Gottigere,GOTTIGERE,IN FRONT OF J.R.ENTERPRISES"
1212,5326,"Jn of Tumkur Road,GORGUNTEPALYA,BESIDE OPEN AREA"
1213,3353,"Kuvempu Nagara 1st Stage,KUVEMPU NAGARA 1ST STAGE,BESIDE OPEN AREA"
1214,5049,"Ideal Homes Stop,RAJA RAJESHWARI NAGARA,IN FRONT OF DRUVA CREATIONS, MOBILE PLANTS"
1215,2067,"Koli Farm Gate Bannerghatta Road,KALKERE,OPPOSITE OF FOREST OFFICE,BNP"
1216,1360,"High Ground Police Station,VASANTHA NAGARA,BESIDE SOPHIA SCHOOL"
1217,3278,"Doddabidarakallu,DODDABIDRA KALLU,BESIDE S.V.DIGITAL STUDIO"
1218,1091,Government Soap Factory
1219,5132,KEMPALINGANAPURA
1220,1905,"Kattalepalya,NARAYANAPURA,IN FRONT OF DOOR NO 18"
1221,2048,"RV College,JP NAGARA 1ST PHASE,OPPOSITE OF RELIANCE DIGITAL"
1222,2598,"Park,NAGARABHAVI 2ND STAGE,OPPOSITE OF DAY NEEDS DEPARTMENTAL STORES"
1223,2436,"Doddamaranahalli,IN FRONT OF ANJANEYA SWAMI TEMPLE"
1224,3889,Kacharakanahalli
1225,786,"Dodda Bommasandra Arch,DODDA BOMMASANDRA,BESIDE OPEN AREA"
1226,4894,Ado Sonnahatti
1227,3061,"Birrayanapalya Mori,BESIDE OPEN AREA"
1228,2732,"Gidada Palya,GIDADA PALYA,OPPOSITE OF POULTRY FARM"
1229,3843,"Rachenahalli Hegde Nagar,RACHENAHALLI,OPPOSITE OF DAILY FRESH BAKERY"
1230,2516,"Hejjala,HEJJALA,IN FRONT OF CANARA BANK"
1231,723,"Thigalara Palya,THIGALARAPALYA,BESIDE RESIDENTIAL AREA"
1232,1233,"NRColony,N.R.COLONY,BESIDE BBMP OFFICE, OPPOSITE AMBHA BHAVANI TEMPLE"
1233,2432,"H Cross,BESIDE OPEN AREA"
1234,807,Dasanapura
1235,3177,"Arevesandra gate ,ARAVESANDRA,OPPOSITE OF PETTY SHOP"
1236,1483,"Bashyam Circle,RAJAJINAGARA 4TH BLOCK,BESIDE SUMAN SHUDDA ABAHARANA"
1237,4454,"Pattandur Agrahara Gate,WHITEFIELD,IN FRONT OF I.T.P.L. PARK"
1238,1451,"Jaibheemanagara,BTM LAYOUT 1ST STAGE,BESIDE THE BTM SOWHARDH CO-OPERATIVE LIMITED"
1239,4114,"Koudenahalli Cross,RAMAMURTHI NAGARA,OPPOSITE OF BHAGYALAKSHMI GLASS & PLY WOODS"
1240,2864,"Kammasandra Colony,Kammasandra ,Near Lakshmi Temple"
1241,5267,BDA Complex Cross
1242,4842,"Kachamaranahalli,HENNAGARA POST,ANEKAL TALUK,OPPOSITE OF SRI VEERABHADREHWARA PROVISION STORES"
1243,4129,"Ganaglu,BESIDE OPEN AREA"
1244,2066,"Weavers Colony,WEAVERS COLONY,IN FRONT OF GANAPATHI TEMPLE"
1245,3695,"Dibbur,DIBBUR,BESIDE VEERANNA PROVISION STORE"
1246,920,Allalasandra Gate Yalahanka
1247,3570,"Anantapura Gate,YELAHANKA,IN FRONT OF PRESTIGE GROUP GARDEN"
1248,2951,"Chikka Banawara Sante Beedi,CHIKKA BANAVARA,BESIDE SUMUKHA SWEETS & JUICE"
1249,3457,"Ittige Factory,BELAHALLI,BESIDE OPEN AREA"
1250,3992,"Trumpet,DEVANAHALLI,BESIDE BUS STAND"
1251,2829,"Chamundi Nagara Magadi Road,SHANTHI NAGARA,BESIDE OPEN AREA"
1252,4532,"Gunjoor,GUNJURU,IN FRONT OF ASWATHA  KATTE"
1253,4911,"Madiwala Village Market,ANEKAL TALUK,IN FRONT OF SRI SWAMY VIVEKANANDA STATUE"
1254,5120,M Sathyawara
1255,5026,"Hakki Pikki Colony,BHOOTANAHALLI,IN FRONT OF OVERHEAD TANK"
1256,2984,"Rajanukunte,RAJANAKUNTE,BESIDE SRI MANJUNATHA BAKERY & SWEETS"
1257,1902,"Shanumangala,SHYANUMANGALA,IN FRONT OF ANGANAVADI"
1258,3930,"Anagalipura,ANGALAPURA,BESIDE BAKERY"
1259,1542,Ramakrishna Nagara 2nd Main
1260,1101,"Chennamma kere Achukattu park,BANASHANKARI 3RD STAGE,OPPOSITE OF KARNATAKA BAR"
1261,2809,"Hunnigere,NEAR RESIDENCE"
1262,1203,StJohns Hospital
1263,288,"Ashrama,OPPOSITE OF BHARATH PETROL BUNK"
1264,3032,"Sanjay Nagara,SANJAYA NAGARA,BESIDE NANDINI MILK PARLOUR"
1265,3416,ISRO Quarters
1266,1963,Byramangala
1267,1507,Ramakrishna Nagara
1268,661,"Girinagar Cross,AVALAHALLI BDA,BESIDE LG SHOW ROOM"
1269,4271,Medahalli Cross
1270,2899,"Chikka Banawara Sante Beedi,CHIKKA BANAVARA,BESIDE NANDINI MILK PARLOUR"
1271,1441,"Ganesha temple ChandraLayout,CHANDRA LAYOUT,BESIDE GOODWILL APARTMENTS"
1272,3629,"Aradeshanahalli Gate,OPPOSITE OF ANJANEYA TEMPLE"
1273,2185,"Metipalya,METTI PALYA,BESIDE OPEN AREA"
1274,4915,"Guest Line Hotel,ATTIBELE INDUSTRIAL AREA,IN FRONT OF SRI VEERANJANEYA SWAMI TEMPLE"
1275,4196,"Arehalli Cross,OPPOSITE OF ALADAMARA"
1276,854,"Rajajinagar ESI,RAJAJINAGARA,BESIDE SACHIN REPROGRAPHICS"
1277,3554,"Kogilu Cross,YELAHANKA,BESIDE OPEN AREA"
1278,4032,"Ankana Halli,ANKANAHALLI,IN FRONT OF MILK DAIRY"
1279,1486,"Srinivasa Temple,MAHALAKSHMI LAYOUT,IN FRONT OF BBMP PARK"
1280,5053,"Uttarahalli,UTHARAHALLI,IN FRONT OF BBMP OFFICE UTHARAHALLI (WARD OFFICE)"
1281,3580,"Harohalli,NAGENAHALLI,IN FRONT OF GEETHA PROVISION STORE"
1282,5184,"Magadi Road TollGate,RAJAJINAGARA INDUSTRIAL TOWN,BESIDE STATE BANK OF INDIA"
1283,3492,"Vidya Nagara Cross,IN FRONT OF SHIVALINGESWARA BAKERY"
1284,63,City Civil Court
1285,4147,Mariyamma Layout
1286,3322,"Lakshmipura Cross,LAKSHMIPURA,BESIDE MAHALAKSHMI ELECTRICALS"
1287,3405,"LAKSHMIPURA,LAKSHMIPURA,BESIDE OPEN AREA"
1288,1996,"Veerasandra,VEERASANDRA,IN FRONT OF MILK DAIRY"
1289,4607,"Panathuru,PANATHURU,BESIDE RAMALU TEMPLE"
1290,4715,Vaddarapalya
1291,1066,Sheni Mahatma Temple
1292,4739,Vittasandra
1293,3262,"Sri Shaneshwara Swamy Temple,BESIDE SHANESHWARA TEMPLE"
1294,5045,Chikka Hosahalli
1295,4104,"Horamavu,HORAMAVU,IN FRONT OF GANAPATHI TEMPLE"
1296,3456,"Srinivasapura Cross,KOGILU,BESIDE OXFORD ENGLISH SCHOOL"
1297,4503,"Varthuru,VARTURU,BESIDE ANJANEYA TEMPLE(RIGHT SIDE)"
1298,1591,Furm City Apartments
1299,3683,"Arakere Gate Byrapura,AREKERE,BESIDE VENUGOPAL SWAMY TEMPLE"
1300,2944,Jalahalli cross
1301,4138,"Kalyana Nagara,KALYANA NAGARA ROAD,BESIDE INDIANOIL PETROL BUNK"
1302,2098,"GATTIGERE PALYA,GATTIGERE PALYA,OPPOSITE OF VINAYAKA ENTERPRISES"
1303,2672,Thagachuguppe
1304,967,Kadugondanahalli
1305,3605,"Rajanukunte,RAJANAKUNTE,BESIDE NAKSHA PROVISION STORE"
1306,3184,"Byregowdana Halli Cross,BYRE GOWDANAHALLI CROSS,BESIDE OPEN AREA"
1307,5203,"ITI Layout Mallathahalli,ITI LAYOUT PAPAREDDY PALYA,OPPOSITE OF AKKAMAHADEVI NURSING SCHOOL"
1308,3824,"Thanisandra,THANISANDRA,BESIDE ARALIMARA"
1309,2081,"Bangla Gate Bannerghatta Anekal Road,Open area"
1310,3068,"Shiluvepura,SILAVE MAIN ROAD,BESIDE A-ONE BUSINESS CORNER"
1311,5257,"Madhure,MADHURE,BESIDE MILK DAIRY"
1312,4891,Chandapura
1313,878,Shivarama karanth layout 10th Cross
1314,2773,"Byregowdana Halli,BYRE GOWDANAHALLI CROSS,BESIDE PETTY SHOP"
1315,2566,"Saraswathi Nagara Vijayanagara Bank Colony,POOJAPPA LAYOUT,NEAR BY VISHVESHWARAYA CREDIT CO-OPERATIVE BANK"
1316,2335,"Karenahalli,IN FRONT OF ANJANEYA TEMPLE"
1317,910,Yelahanka Satelite Town 5th Phase
1318,66,Corporation
1319,927,Veterinary College
1320,4722,Viratnagara cross
1321,526,Nayandahalli
1322,242,Maharaja Hotel Koramangala
1323,4798,ITI LAYOUT
1324,164,TV Tower Munireddy palya
1325,2895,"Malagala,RAMAKRISHNAIAH LAYOUT,IN FRONT OF G.R.S.CONVENTIONAL HALL"
1326,5072,"Srinivasa Pura,SRINIVASAPURA,IN FRONT OF SRUSHTI APARTMENTS"
1327,4344,"Hoodi rly gate,AYYAPPA NAGARA,IN FRONT OF MEERA DEPARTMENTAL STORES"
1328,94,"Telephone Exchange,JAYANAGARA 5TH BLOCK,SAMSKRUTI BANQUET HALL"
1329,2789,"Peddanapalya,TAVAREKERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL"
1330,2115,"Madarasa school,KAMBIPURA,IN FRONT OF MADARASA SCHOOL"
1331,4,"Jayanagara 4th Block,TTMC"
1332,4844,"Hennagara,JIGANI HOBLI, ANEKAL TALUK,IN FRONT OF SRI MANJUNATH GENERAL STORE"
1333,4097,"Kalkere,KALKERE,IN FRONT OF B.B.M.P. OFFICE"
1334,4602,Doddanekkundi
1335,4103,"Horamavu Signal,HORAMAVU,OPPOSITE OF SUNIL REALTORS"
1336,3681,"Haniyur,HANIYURU,BESIDE RESIDENTIAL AREA"
1337,498,"Ideal Homes,RAJA RAJESHWARI NAGARA,IN FRONT OF NIMISHAMBHA DEVI TEMPLE"
1338,3081,"Nisarga Layout,IN FRONT OF PROVISION STORE"
1339,4052,"OMBR Layout,O.M.B.R.LAYOUT,IN FRONT OF MEDPLUS MEDICALS"
1340,784,"BEL Hospital,JALAHALLI,OPPOSITE OF  BEL FACTORY GATE"
1341,2509,"Challagatta,CHALLAGATTA,OPPOSITE OF GOVERNMENT FAIR PRICE DEPOT"
1342,127,Kundalahalli Gate
1343,3870,"Government School,JAKKURU,IN FRONT OF PROVISION STORE"
1344,643,Bhakthi Yoga Ashrama
1345,4555,"Vinayak Nagara,GUNJURU,J.P. PALACE(RIGHT SIDE)"
1346,726,"Thunga Nagara,TUNGA NAGARA,BESIDE SNEHA TELECOMMUNICATIONS"
1347,406,"RVDental College,JP NAGARA 1ST PHASE,BESIDE SAI AUTO WORLD"
1348,340,Ele B Stn
1349,5036,Chikkanahalli
1350,1823,"Arehalli Gate,AREHALLI CROSS,OPPOSITE OF R.K COLOUR LAB"
1351,4204,"Arehalli,IN FRONT OF ASHWATHA KATTE"
1352,100,"Indira Nursing Home,BANASHANKARI 2ND STAGE,OPPOSITE OF MUTHOOT FINANCE"
1353,1099,"Banashankari 3rd Stage 3rd Phase,BANASHANKARI 3RD STAGE,OPPOSITE OF PAI INTERNATIONAL ELECTRONICS SHOP"
1354,5320,Depot-25
1355,2178,"Banglow Sulikere Mysore Road,SULIKERE,IN FRONT OF ASHWATHA KATTE"
1356,5008,Doddakammnahalli
1357,776,"KG Halli Bridge,KAMMAGONDANAHALLI,NEAR RAILWAY BRIDGE"
1358,4944,HSBC
1359,2176,"Hosakere,SULIKERE,IN FRONT OF SHANI MAHATHAMA TEMPLE"
1360,477,KHB Colony
1361,5306,"Bakery,JALAHALLI,BESIDE KRISHNA BAKERY"
1362,503,"Bangalore Univercity Gate Mysore Road,MYSORE ROAD,IN FRONT OF UNIVERSITY GATE, RAILWAY BRIDGE"
1363,3729,"Kodigehalli Yelahanka road,KODIGEHALLI,BESIDE SRI VINAYAKA BAKERY & SWEETS"
1364,207,"B P L,OPPOSITE OF CINEMA HALL"
1365,2184,"Varthuru,VARTHURU,BESIDE MARAMMA TEMPLE"
1366,3472,Maruthi Nagara Kannur Road
1367,5030,"Kyasaraguppe,KASARGUPPE,OPPOSITE OF ASHAPURA MATAJI MANDIR"
1368,1452,"Basavanagudi Police Station,BASAVANAGUDI,BESIDE BASAVANAGUDI POLICE STATION"
1369,1756,"Gopalpura Rajajinagara,RAJAJINAGARA,BESIDE JAYANTHILAL & CO"
1370,1922,"Gonipura,GONIPURA,BESIDE S.M.S. BAKERY AND SWEETS"
1371,1888,"Bolare,BOLARE,IN FRONT OF GENARAL STORES"
1372,1611,Rajaji Nagar Industrial Area
1373,4526,Vijayanagar
1374,2342,"Bychohalli,OPPOSITE OF SRI RAMA TEMPLE"
1375,5187,"Jelly Machine Yalahanka,CHOWDESHWARI NAGARA,BESIDE RAKSHA BAR & RESTAURANT"
1376,3808,"Budigere Cross,BUDIGERE CROSS,BESIDE OPEN AREA"
1377,4302,"Benniganahalli,KASTURI NAGARA,OPPOSITE OF AUXILIARY PANEL CHANNASANDRA BYPASS"
1378,2020,KADUJAKKASANDRA
1379,761,"Srinivasa Nagara,BANASHANKARI 1ST STAGE, SRINIVASANAGARA,OPPOSITE OF BANK OF BARODA"
1380,5059,"Jn of Hosakerehalli Cross,BANASHANKARI 3RD STAGE,IN FRONT OF N.C.E.R.T."
1381,4094,"Shampura,SHAMPURA,OPPOSITE OF ABHISHAKE DARSHINI"
1382,3747,"Kadayarppanhalli,IN FRONT OF GOVERNMENT SCHOOL"
1383,4985,"Byatarayana Doddi Cross,BYATARAYANA DODDI,IN FRONT OF DOOR NO 47"
1384,543,"BTM Layout Bus Stop,BTM LAYOUT 2ND STAGE,IN FROUNT OF KUVEMPUNAGRA BUS STAND"
1385,1772,Koramangala Water Tank
1386,3517,"Dodda Jala Mylanahalli Road,DODDA JALA,IN FRONT OF ANJANEYA TEMPLE"
1387,4740,"Chowdareddy Circle,ANEKAL,OPPOSITE OF VIJAYA NURSING HOME"
1388,4856,"Mahadevapura,MAHADEVAPURA,IN FRONT OF TEJA MARBLE CENTER"
1389,500,"RRSchool,IN FRONT OF RAJESHWARI SCHOOL"
1390,509,Press Layout Ullal Road
1391,2099,Chikkegowdana Palya
1392,646,"Muneshwara Layout,RAMAMURTHI NAGARA,IN FRONT OF J.M.J.CYBER CENTER"
1393,3846,"Muslim Colony Kadugondanahalli,BILAL NAGARA,IN FRONT OF J-IYENGAR BAKERY"
1394,1370,"Janatha Bazar,BANASHANKARI 3RD STAGE,IN FRONT OF SHIVA SHANKARA SABHANGANA"
1395,1625,"Jyothi nivas College,KORAMANGALA,IN FRONT OF BHARAT PETROL BUNK"
1396,3815,"Thirumenahalli Gate,THIRUMENAHALLI,IN FRONT OF ANJANEYA TEMPLE"
1397,1616,"Reliance Petrol Bunk Guragunte palya,GORAGUNTEPALYA,OPPOSITE OF RELIANCE PETROL BUNK"
1398,3160,"Garments,MYLANAHALLI,IN FRONT OF TEXPORT GARMENTS FACTORY"
1399,532,"Janatha Bazar,BANASHANKARI 3RD STAGE,OPPOSITE OF SHIVA SHANKARA SABHANGANA"
1400,1790,Southend Circle
1401,835,"Maruthi School,SUBBAIAHAN PALYA KALYANA NAGARA,IN FRONT OF UTTAM SAGAR"
1402,4384,Kumbala Halli
1403,3816,"Handrahalli,ITTHARAHALLI,IN FRONT OF AKKANDESHWARI TEMPLE"
1404,914,Yelahanka Satellite Town
1405,1156,"Gangamma Circle,JALAHALLI EAST,BESIDE NEW BAKERY CENTER"
1406,1198,Garvebhavi Palya
1407,2932,"Nagasandra Cross,NAGASANDRA CROSS,BESIDE DHANVANTRI SCAN CENTER"
1408,635,"Kodigehalli,KODIGEHALLI,BESIDE PETTY SHOP"
1409,3767,"Alappanahalli,ALAPPANAHALLI,BESIDE OPEN AREA"
1410,220,"Kumaraswamy Layout Police Station,KUMARA SWAMY LAYOUT,IN FRONT OF KUMARA SWAMY LAYOUT POLICE STATION"
1411,3899,"Bande Bommasandra Cross,BESIDE OPEN AREA"
1412,4255,"Devanagundi,DEVANAGONDI,IN FRONT OF K.E.B.OFFICE"
1413,541,"MICO Layout,BTM LAYOUT 1ST STAGE"
1414,4811,"Singasandra,ELECTRONIC CITY POST,OPPOSITE OF FRUIT MARKET GATE"
1415,84,"Chikkalsandra Canara Bank Colony,CHIKKALASANDRA,BESIDE STATE BANK OF MYSORE"
1416,1719,"Audugodi,ADUGODI,BESIDE MAICO PLAY GROUND"
1417,3011,"Matkuru Cross,MUTHKURU CROSS,BESIDE OPEN AREA"
1418,4290,Banara halli
1419,2670,CHALUVAIAHANPALYA
1420,4559,"Kaji Sonnenahalli Gate,KAJI SONNENAHALLI,OPPOSITE OF ANJANEYA TEMPLE"
1421,2657,"Biskur,IN FRONT OF VETERINARY HOSPITAL"
1422,3206,"Goragunte Palya,GORGUNTEPALYA,BESIDE SHIVA TEMPLE"
1423,3432,GKVK Library
1424,3404,Lakshmipura Cross
1425,5230,"Dodda Balyar Kere,DODDABYALA KERE,BESIDE MANISH BAKERY"
1426,4595,Annasandra Palya
1427,5172,"Kudhuregere colony Madhanayakanahalli,KUDREGERE COLONY,BESIDE SRI SIDDAGANGA INTERNATIONAL PUBLIC SCHOOL"
1428,4211,"Anugondanahalli,OPPOSITE OF GOVT. GENERAL HOSPITAL"
1429,4101,"Horamavu Signal,HORAMAVU,IN FRONT OF SUNIL REALTONS"
1430,4592,"Anugondanahalli,IN FRONT OF RAGI MACHIINE"
1431,362,"Thoms Cafe,FRAZER TOWN,OPPOSITE OF CAR TRENDZ"
1432,2656,Kadabagere Cross
1433,4246,"Pichguntarahalli,PICHAGUNTRAHALLI,OPPOSITE OF GOVERNMENT SCHOOL"
1434,4270,"Hosahalli,DEVANAGONDI,BESIDE BASAVESHWARA TEMPLE"
1435,1001,"Railway Station Bidadi,BIDADI,IN FRONT OF RAILWAY STATION"
1436,1325,"Thattanahalli Gate,Thattanahalli"
1437,1574,"Pipeline RPC layout,VIJAYANAGARA,BESIDE PARAS TELECOM"
1438,2547,"Guddadahalli Dinne,IN FRONT OF RESIDENTIAL AREA"
1439,216,"Power House,JP NAGARA 6TH PHASE,BESIDE R.G.V.TELECOM PVT.LTD."
1440,5293,"Bhuvaneshwari Nagara,RT NAGARA POST,IN FRONT OF ANNAPOORNA RICE TRADERS"
1441,864,"18th Cross Srirampura,AMRUTHAHALLI,BESIDE APARTMENTS"
1442,788,"Vidyaranyapura Post Office,VIDYARANYAPURA,BESIDE OPEN AREA"
1443,1192,"Electronic City,ELECTRONIC CITY POST,OPPOSITE OF N.T.T.F. FOUNDATION"
1444,1738,"Gangenahalli,GANGENAHALLI,BESIDE F.M.D.RESEARCH CENTER"
1445,1104,"AGS Layout,A.G.S. LAYOUT,NEAR B.M.T.C. BUS STAND"
1446,585,Quality Biscuits
1447,3803,"Dwaraka Nagar,DWARAKANAGARA,BESIDE VEERANJANEYA SWAMY TEMPLE"
1448,2601,"Kalyananagara,KALYANA NAGARA,OPPOSITE OF SRIDEVI MOTOR GARAGE"
1449,3037,"Hesaraghatta Village,HASARAGHATTA,BESIDE PETTY SHOP"
1450,5101,"Haralur,HARALURU,IN FRONT OF MILK DAIRY"
1451,4434,KARIBIRANAHOSAHALLI GATE
1452,3308,Balaji Nagar
1453,4461,HAGADUR
1454,5113,APPASANDRA
1455,1184,"Krishnarajendra Market,KR MARKET"
1456,4038,Chimachanahalli
1457,683,"Indira Nagar Double Road,INDIRA NAGARA,OPPOSITE OF HALLMARK & CARPETS & GIFTS"
1458,4501,"Murgeshpalya,Opp.TOTAL MALL"
1459,3151,"Nelmangala Bypass,NELAMANGALA,IN FRONT OF M.K. AUTOMOBILES"
1460,2430,"Veeregowdana Doddi,VEEREGOWDANA DODDI,OPPOSITE OF GOVERNMENT SCHOOL"
1461,3938,"Maruthi Nagara Kannur Road,YELAHANKA,BESIDE S.N.BAKERY AND SWEETS"
1462,4622,"Muneshwara Temple,SADGUNTE PALYA,BESIDE CHOUSIA ITI POLYTECHNIC COLLEGE"
1463,1557,"Bashayam Nagara Srirampura,SRIRAMPURA,OPPOSITE OF UNION BANK ATM"
1464,4506,"Vagdevi School,IN FRONT OF VAGDEVI SCHOOL"
1465,2044,Ganapathipura Cross
1466,3378,"Manjunatha tent,RAMACHANDRAPURA,BESIDE SHREYAS ENTERPRISES"
1467,3465,"Yelahanka,YELAHANKA,BESIDE WATER TANK"
1468,4321,"C V Ramanagra,C.V.RAMAN NAGARA,IN FRONT OF C.V.RAMAN NAGARA BUS STAND"
1469,223,"ISRO Layout,ISRO LAYOUT,IN FRONT OF BHARTHIYA STATE BANK"
1470,2363,"Dombaradoddi,DOMBARA DODDI,OPPOSITE OF PREM MEDICALS"
1471,8,"Nagasandra Circle,BASAVANAGUDI,BESIDE PROSPER PARK APPARTMENT"
1472,4257,"Medahalli Cross,DEVANAGONDI,BESIDE OPEN AREA"
1473,2803,"Matha,MATHA VILLAGE,IN FRONT OF WATER TANK"
1474,2255,"Maruthi Nagara,MARUTHI NAGARA,IN FRONT OF KARNATAKA BANK ATM"
1475,4620,"Kempapura,KEMPAPURA, YEMALURU POST,IN FRONT OF SOMESHWARA SWAMI TEMPLE"
1476,1870,"Sommanahalli Gate Kanakapura Road,SOMANAHALLI,OPPOSITE OF VENKATESHWARA BAKERY"
1477,4634,"NIFT COLLEGE,HSR LAYOUT 2ND SECTOR,IN FRONT OF NIFT COLLEGE, OPPOSITE OF STATE BANK OF INDIA"
1478,9,"Netakallappa Circle,BASAVANAGUDI,OPPOSITE OF GURU RAGHAVENDRA BANK"
1479,3427,Kabhir Ashrama
1480,3592,"Marasandra Circle,BESIDE GANESHA TEMPLE"
1481,4248,"Soukhya Hospital,NADAVATHI,IN FRONT OF RAILWAY TRACKS & SOUKYA HOSPITAL"
1482,2812,TGHalli
1483,1559,"Milk Colony,MALLESHWARAM WEST,BESIDE MR PROVISION STORE"
1484,5198,"Jalli Machine,CHOWDESHWARI NAGARA,BESIDE RESIDENTIAL AREA"
1485,1551,"Malleshwaram 18th Cross,MALLESHWARAM,BESIDE RATHNAM COMPLEX & BABA BED SHOP"
1486,1976,"Rock Colony,KAGGALAHALLI,OPPOSITE OF CHALUVA NARAYANASWAMY STORES"
1487,1000,"Bidadi,BIDADI,BESIDE BIDADI B.M.T.C. MAIN BUS STAND"
1488,2804,"Matha Gate,NEAR ANJANEYA TEMPLE"
1489,3473,Ittige Factory
1490,3449,Aerodrum
1491,1805,"Gubbalala,GUBLALA,OPPOSITE OF ANJANEYA TEMPLE"
1492,2578,Gandhi Bhavan
1493,2047,"Anjanapura,ANJANAPURA,IN FRONT OF SHIVA TEMPLE"
